item,itemLabel,startDate,endDate
Q48731913,Abdul Hamid Khan,1975-06,1977-08
Q7423747,Sardar Sikandar Hayat Khan,1985-06-17,1990-06-28
Q7285498,Raja Mummtaz Hussain Rathore,1990-06-29,1991-07-05
Q20668466,Muhammad Abdul Qayyum Khan,1991-07-29,1996-07-29
Q7636704,Sultan Mehmood Chaudhry,1996-07-30,2001-07-24
Q7423747,Sardar Sikandar Hayat Khan,2001-07-25,2006-07-23
Q4818522,Sardar Attique Ahmed Khan,2006-07-24,2009-01-06
Q69569,Sardar Muhammad Yaqoob Khan,2009-01-07,2009-10-22
Q5436144,Raja Farooq Haider,2009-10-23,2010-07-29
Q4818522,Sardar Attique Ahmed Khan,2010-07-29,2011-07-26
Q5065900,Chaudhry Abdul Majid,2011-07-26,2016-07-30
Q5436144,Raja Farooq Haider,2016-07-31,2021-07-30
Q107871987,Abdul Qayyum Khan Niazi,2021-08-04,2022-04-09
"",Sardar Tanveer Ilyas,2022-04-18,
